מזומנים|שעור מסך נכסי השקעה|71|פקדון $ לאומי 18.09 עד 18.10|0.005823197963292615|ABR|['The value 0.005823197963292615 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|72|פקדון $ לאומי 25.09 עד 18.10|0.0003803821565000042|ABR|['The value 0.0003803821565000042 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|73|פקדון $ לאומי 25.09 עד 26.12|0.004845612405347474|ABR|['The value 0.004845612405347474 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|74|פקדון $ לאומי 27.09 עד 10.10|0.002240495450879537|ABR|['The value 0.002240495450879537 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|75|HSBC USD- בנק מזרחי|0.01865976848061863|ABR|['The value 0.01865976848061863 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|76|HSBC USD|0.0011067845729261217|ABR|['The value 0.0011067845729261217 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|77|KRW HSBC|0.0015195446673036362|ABR|['The value 0.0015195446673036362 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|78|MONEY EUR HSBC- בנק מזרחי|0.0032662962900974956|ABR|['The value 0.0032662962900974956 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|79|MONEY JPY HSBC- בנק מזרחי|-1.9808741289452567e-07|ABR|['The value -1.9808741289452567e-07 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|80|פקדון $ מזרחי 14.09 עד 14.12|0.0004680166732497211|ABR|['The value 0.0004680166732497211 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|81|פקדון $ מזרחי 25.09 עד 26.12|0.01321735693930705|ABR|['The value 0.01321735693930705 must have 2 numbers after decimal point']
מזומנים|שעור מסך נכסי השקעה|82|פקדון $ מזרחי 26.07 עד 26.10|0.000936533281235863|ABR|['The value 0.000936533281235863 must have 2 numbers after decimal point']
קרנות נאמנות|מספר ני\"ע|8|Goldman Sachs India Equity Portfolio- GOLDMAN SACHS|LU0333811072|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|9|PIMCO EMERGING MARKETS ADVAN- PIMCO|IE00B4P11460|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|10|STONE HARBOR EM Debt Local Currency- STONE HARBOR|ie00b282qk39|ABR|['The provided value is not an integer.']
